_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
1274571,4155115,,,1956,PRIVATE,5,York South-Weston,9 GREENTREE CRT,3,28,2022-05-16,64,Evaluation needs to be conducted in 1 year,15,3,3,4,3,3,5,,3,,,3,3,3,3,4,3,,3,2,,W0532,43.69214713,-79.47946254,306440.017,4838910.374
1274572,4154258,2018,,1973,PRIVATE,7,Humber River-Black Creek,5 DAMASK AVE,3,12,2022-05-16,76,Evaluation needs to be conducted in 2 years,16,4,4,5,3,4,4,,3,,,3,4,5,4,5,3,3,4,3,,W0728,43.74170286,-79.53930751,301618.527,4844416.354
1274573,4153430,2017,,1918,SOCIAL HOUSING,13,Toronto Centre,49 MUTUAL ST,4,20,2022-05-13,85,Evaluation needs to be conducted in 2 years,16,4,5,5,3,3,5,,5,4,,4,4,5,4,5,4,,4,,4,S1332,43.65533821,-79.37472999,314888.613,4834829.365
1274574,4155630,2017,,1957,TCHC,8,Eglinton-Lawrence,4 REPLIN RD,4,30,2022-05-13,73,Evaluation needs to be conducted in 2 years,15,3,4,5,3,3,3,,4,,,3,3,5,4,3,4,,4,4,,N0823,43.71791032,-79.44336858,309354.813,4841773.51
1274575,4152813,2017,,1964,PRIVATE,24,Scarborough-Guildwood,35 CONFEDERATION DR,8,133,2022-05-13,79,Evaluation needs to be conducted in 2 years,17,4,4,3,4,4,5,,5,4,,4,4,5,3,3,4,3,4,4,,E2430,43.7572104,-79.22300527,327089.333,4846175.445
1274576,4152592,2018,,1962,PRIVATE,20,Scarborough Southwest,186 DANFORTH RD,4,15,2022-05-13,90,Evaluation needs to be conducted in 3 years,16,5,5,5,5,4,3,,5,,,5,5,5,4,5,4,3,5,4,,E2029,43.6993092,-79.27375284,323020.454,4839730.543
1274577,4152617,2017,,1965,PRIVATE,20,Scarborough Southwest,506 DANFORTH RD,3,22,2022-05-13,86,Evaluation needs to be conducted in 3 years,16,4,4,5,4,4,4,,5,,,4,4,5,4,4,4,4,5,5,,E2030,43.70902212,-79.26737949,323531.111,4840811.032
1274578,4154010,2017,,1974,PRIVATE,8,Eglinton-Lawrence,500 DUPLEX AVE,33,319,2022-05-13,83,Evaluation needs to be conducted in 2 years,20,4,4,5,3,5,4,4,3,4,4,4,5,5,4,4,4,4,4,4,5,N0833,43.70976751,-79.40147493,312724.472,4840872.481
1274579,4153786,2017,,1956,PRIVATE,15,Don Valley West,299 FORMAN AVE,4,29,2022-05-13,48,Building Audit,15,2,2,3,2,1,2,,3,,,1,1,4,3,3,3,,3,3,,N1530,43.70777216,-79.38523196,314033.795,4840652.473
1274580,4897867,2021,,2020,PRIVATE,11,University-Rosedale,99 GERRARD ST W,32,275,2022-05-13,91,Evaluation needs to be conducted in 3 years,17,4,4,5,5,,4,4,4,5,,5,3,5,5,5,5,,5,4,5,S1145,,,313970.923,4835138.057
1274581,4167694,2017,,1980,TCHC,13,Toronto Centre,325 GERRARD ST E,6,72,2022-05-13,74,Evaluation needs to be conducted in 2 years,17,3,4,5,4,4,4,4,3,3,,3,3,5,3,4,4,,4,3,,S1330,43.66210125,-79.36550611,315631.421,4835581.889
1274582,4155545,2017,,1955,PRIVATE,3,Etobicoke-Lakeshore,1 BIRCHLEA AVE,3,10,2022-05-13,69,Evaluation needs to be conducted in 2 years,14,3,3,5,3,,4,,3,,,3,4,5,3,3,3,,3,3,,W0334,43.5927138,-79.52769517,302548.194,4827864.057
1274583,4153165,2017,,1928,PRIVATE,9,Davenport,1019 BLOOR ST W,3,26,2022-05-13,49,Building Audit,14,2,2,1,3,,2,,3,,,3,3,2,2,3,2,,3,3,,S0934,43.66062965,-79.43083955,310362.521,4835410.997
1274584,4155680,2017,,1930,PRIVATE,12,Toronto-St. Paul's,3 BROADWAY AVE,4,36,2022-05-13,77,Evaluation needs to be conducted in 2 years,15,4,3,4,4,3,4,,4,4,,4,4,5,4,3,4,,4,,,S1221,43.70948336,-79.3984518,312968.138,4840841.205
1274585,4154007,2017,,1960,PRIVATE,8,Eglinton-Lawrence,1106 AVENUE RD,4,22,2022-05-13,75,Evaluation needs to be conducted in 2 years,17,4,3,5,3,4,3,,3,,4,4,4,5,4,4,3,3,5,3,,N0833,43.70809807,-79.41062591,311987.226,4840686.163
1274586,4155805,2017,,1950,PRIVATE,20,Scarborough Southwest,1633 KINGSTON RD,3,10,2022-05-13,64,Evaluation needs to be conducted in 1 year,15,3,3,3,3,2,3,,4,,3,3,3,5,3,3,4,,3,,,E2034,43.69086452,-79.26547759,323718.011,4838812.556
1274587,4317586,2018,,1954,PRIVATE,20,Scarborough Southwest,3015 QUEEN ST E,4,15,2022-05-13,84,Evaluation needs to be conducted in 2 years,15,5,3,5,5,5,3,,4,,,4,5,5,4,3,4,,4,4,,E2033,43.67466683,-79.27765351,322713.366,4836992.04
1274588,4317588,2018,,1954,PRIVATE,20,Scarborough Southwest,3015 A QUEEN ST E,4,15,2022-05-13,81,Evaluation needs to be conducted in 2 years,15,4,3,5,4,5,3,,4,,,4,4,5,4,4,3,,4,5,,E2033,43.67466683,-79.27765351,,
1274589,4317589,2018,,1954,PRIVATE,20,Scarborough Southwest,3015 F QUEEN ST E,4,15,2022-05-13,76,Evaluation needs to be conducted in 2 years,16,4,3,5,4,5,3,,4,,,3,4,5,3,4,4,,3,4,3,E2033,43.67466683,-79.27765351,,
1274590,4167684,2017,,1948,TCHC,13,Toronto Centre,274 SACKVILLE ST,6,71,2022-05-13,71,Evaluation needs to be conducted in 2 years,17,3,3,5,4,4,4,4,3,3,,3,3,5,3,3,3,,4,3,,S1330,43.66153369,-79.36404948,315749.006,4835519.022
1274591,4167685,2017,,1948,TCHC,13,Toronto Centre,295 SACKVILLE ST,3,48,2022-05-13,68,Evaluation needs to be conducted in 2 years,17,4,3,5,3,4,4,4,3,,,3,3,3,3,3,3,3,4,3,,S1330,43.66183347,-79.36324771,315813.619,4835552.43
1274592,4154702,2017,,1974,TCHC,18,Willowdale,35 PARK HOME AVE,10,283,2022-05-13,88,Evaluation needs to be conducted in 3 years,18,4,4,5,4,5,4,4,5,5,,3,4,5,5,4,5,5,4,4,,N1824,43.76812434,-79.4155259,311585.335,4847355.239
1274593,4154705,2017,,1986,TCHC,18,Willowdale,5430 YONGE ST,14,239,2022-05-12,85,Evaluation needs to be conducted in 2 years,19,4,4,5,3,4,4,4,4,5,4,4,5,5,4,5,5,,4,4,4,N1824,43.77597126,-79.41522245,311609.151,4848226.096
1274594,4154935,2017,,1943,PRIVATE,12,Toronto-St. Paul's,1535 BATHURST ST,4,32,2022-05-12,89,Evaluation needs to be conducted in 3 years,15,5,4,5,4,4,4,,4,,4,5,5,5,3,5,5,,5,,,S1230,43.68578262,-79.41894033,311319.515,4838206.247
1274595,4152833,2017,,1973,PRIVATE,24,Scarborough-Guildwood,750 MORNINGSIDE AVE,13,165,2022-05-12,88,Evaluation needs to be conducted in 3 years,20,5,3,5,2,5,4,4,3,5,4,5,5,5,5,5,5,5,5,4,4,E2423,43.78819973,-79.19504804,329327.695,4849627.083
1274596,4153055,2017,,1992,SOCIAL HOUSING,4,Parkdale-High Park,1709 BLOOR ST W,6,80,2022-05-12,94,Evaluation needs to be conducted in 3 years,19,5,5,5,4,5,5,5,5,5,,5,5,5,4,5,4,4,4,4,5,S0432,43.65457006,-79.45891655,308098.342,4834736.391
1274597,4317590,2018,,1954,PRIVATE,20,Scarborough Southwest,3017 QUEEN ST E,4,15,2022-05-12,79,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,3,,4,,4,4,5,5,3,4,4,,3,4,,E2033,43.67475703,-79.27715473,322753.558,4837002.168
1274598,4317592,2018,,1954,PRIVATE,20,Scarborough Southwest,3017 B QUEEN ST E,4,15,2022-05-12,84,Evaluation needs to be conducted in 2 years,16,4,4,4,5,4,3,,4,,5,5,5,5,3,4,5,,3,4,,E2033,43.67475703,-79.27715473,,
1274599,4152848,2017,,1972,PRIVATE,24,Scarborough-Guildwood,280 MORNINGSIDE AVE,14,165,2022-05-12,89,Evaluation needs to be conducted in 3 years,18,5,5,5,4,4,4,4,5,5,,4,5,5,4,4,4,5,3,5,,E2428,43.77074328,-79.18785495,329914.104,4847688.883
1274600,4153990,2017,,1950,PRIVATE,12,Toronto-St. Paul's,119 EGLINTON AVE W,3,18,2022-05-12,63,Evaluation needs to be conducted in 1 year,13,2,3,2,2,,3,,2,,,4,3,5,3,5,4,,3,,,S1227,43.70564681,-79.40240285,312650.228,4840414.579
1274601,4156733,2017,,1974,TCHC,8,Eglinton-Lawrence,135 NEPTUNE DR,4,48,2022-05-12,80,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,,4,,,4,4,5,4,3,3,4,4,4,,N0823,43.72991531,-79.44050099,309577.593,4843108.688
1274602,4155023,2017,,1954,PRIVATE,12,Toronto-St. Paul's,1 A BANSLEY AVE,4,19,2022-05-12,80,Evaluation needs to be conducted in 2 years,14,3,4,5,3,3,3,,4,,,4,5,5,4,4,4,,5,,,S1222,43.69288039,-79.44204325,309456.402,4838993.219
1274603,4152807,2017,,1967,PRIVATE,24,Scarborough-Guildwood,3969 KINGSTON RD,13,174,2022-05-12,74,Evaluation needs to be conducted in 2 years,20,4,3,3,3,3,4,3,5,4,3,4,3,5,4,4,4,4,4,3,4,E2434,43.75149073,-79.20334136,328675.027,4845545.453
1274604,4154986,2017,,1952,PRIVATE,12,Toronto-St. Paul's,236 VAUGHAN RD,5,79,2022-05-12,85,Evaluation needs to be conducted in 2 years,19,5,4,5,4,4,4,5,4,4,4,3,5,5,4,4,4,5,5,3,,S1229,43.68782676,-79.42479716,310847.13,4838432.92
1274605,4154992,2017,,1960,PRIVATE,12,Toronto-St. Paul's,1596-1598 BATHURST ST,5,62,2022-05-12,89,Evaluation needs to be conducted in 3 years,17,5,5,5,5,5,5,,4,4,4,4,5,5,4,4,4,,5,3,,S1229,43.68800277,-79.42052843,311180.353,4838471.794
1274606,4152834,2017,,1972,PRIVATE,24,Scarborough-Guildwood,80 MORNELLE CRT,16,265,2022-05-12,84,Evaluation needs to be conducted in 2 years,18,5,4,4,4,4,3,3,4,5,,3,5,5,4,5,5,4,4,5,,E2423,43.7878204,-79.19753047,329128.055,4849584.211
1274607,4317594,2018,,1954,PRIVATE,20,Scarborough Southwest,3017 G QUEEN ST E,4,15,2022-05-12,77,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,3,,4,,,4,5,4,3,4,4,,3,4,,E2033,43.67475703,-79.27715473,,
1274608,4167680,2017,,2006,TCHC,13,Toronto Centre,259 SUMACH ST,3,47,2022-05-12,73,Evaluation needs to be conducted in 2 years,18,3,3,5,3,3,3,4,4,,,4,3,5,4,4,4,4,4,3,3,S1330,43.66240599,-79.36072013,316017.373,4835616.37
1274609,4155425,2017,,1967,PRIVATE,1,Etobicoke North,5 JANSUSIE RD,3,45,2022-05-12,74,Evaluation needs to be conducted in 2 years,16,4,4,5,3,3,4,,3,,,2,2,5,4,3,4,4,5,4,,W0129,43.72849773,-79.57541136,298591.273,4843220.455
1274610,4154945,2017,,1940,PRIVATE,12,Toronto-St. Paul's,1576 BATHURST ST,4,24,2022-05-12,81,Evaluation needs to be conducted in 2 years,15,4,4,5,4,3,4,,5,,4,4,4,4,4,3,4,,5,,,S1229,43.68633262,-79.41998131,311235.532,4838267.274
1274611,4154739,2017,,1963,PRIVATE,15,Don Valley West,16 THE LINKS RD,4,102,2022-05-12,87,Evaluation needs to be conducted in 3 years,19,4,5,5,5,4,5,3,5,5,3,3,4,5,4,4,5,5,5,4,,N1521,43.75150571,-79.40282716,312609.845,4845510.073
1274612,4152929,2017,,1965,PRIVATE,4,Parkdale-High Park,60 MOUNTVIEW AVE,16,221,2022-05-12,75,Evaluation needs to be conducted in 2 years,19,4,5,5,2,4,3,3,4,4,4,3,4,4,4,4,4,3,4,3,,S0428,43.65687804,-79.46242587,307815.135,4834992.653
1274613,4154454,2017,,1958,PRIVATE,6,York Centre,20 SKIPTON CRT,4,40,2022-05-11,97,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,5,,5,5,4,4,5,5,5,5,5,5,5,5,,N0627,43.73684427,-79.49297506,305369.286,4843919.864
1274614,4153117,2017,,1993,SOCIAL HOUSING,9,Davenport,6 A GREENLAW AVE,4,44,2022-05-11,82,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,4,4,3,,4,4,5,4,4,4,4,5,4,,S0927,43.67254556,-79.44643872,309103.482,4836733.878
1274615,4152685,2017,,1968,PRIVATE,20,Scarborough Southwest,2303 EGLINTON AVE E,7,169,2022-05-11,87,Evaluation needs to be conducted in 3 years,19,4,5,5,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,4,,E2023,43.73075189,-79.27121417,323215.458,4843224.253
1274616,4154049,2018,,1959,PRIVATE,19,Beaches-East York,608 DAWES RD,6,84,2022-05-11,67,Evaluation needs to be conducted in 2 years,18,3,4,4,3,3,4,,3,3,1,3,4,4,3,3,4,4,3,4,,S1927,43.7069948,-79.29583677,321238.131,4840580.773
1274617,4154453,2017,,1958,PRIVATE,6,York Centre,18 SKIPTON CRT,4,40,2022-05-11,98,Evaluation needs to be conducted in 3 years,18,5,5,5,5,5,5,,5,4,5,5,5,5,5,5,5,5,4,5,,N0627,43.73736008,-79.49271349,305371.21,4843934.081
1274618,4152799,2017,,1965,PRIVATE,24,Scarborough-Guildwood,25 COUGAR CRT,21,236,2022-05-11,87,Evaluation needs to be conducted in 3 years,20,5,4,4,4,5,5,4,4,4,4,5,4,5,4,5,4,4,5,4,4,E2433,43.74603845,-79.21806391,327491.431,4844935.615
1274619,4154652,2017,,1965,PRIVATE,6,York Centre,34 CARSCADDEN DR,6,69,2022-05-11,93,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,4,4,4,5,5,4,5,5,4,5,4,5,5,4,,N0624,43.76575482,-79.44370966,309316.71,4847089.125
1274620,4152873,2017,,1969,PRIVATE,22,Scarborough-Agincourt,3845 SHEPPARD AVE E,10,106,2022-05-11,68,Evaluation needs to be conducted in 2 years,18,4,4,4,3,4,4,3,3,4,,3,3,5,3,3,3,3,3,2,,E2232,43.78210071,-79.2907139,321630.259,4848924.767
1274621,4152884,2017,,1980,PRIVATE,23,Scarborough North,30 KIMBERCROFT CRT,8,94,2022-05-11,92,Evaluation needs to be conducted in 3 years,18,5,5,5,5,5,5,5,4,5,,5,4,5,4,4,4,4,5,4,,E2332,43.79069585,-79.23837554,325839.991,4849891.516
1274622,4152705,2017,,1969,PRIVATE,21,Scarborough Centre,815 KENNEDY RD,5,33,2022-05-11,87,Evaluation needs to be conducted in 3 years,17,4,4,5,4,4,5,,5,5,,4,5,5,4,4,4,3,5,4,,E2133,43.73434037,-79.26812403,323463.283,4843623.61
1274623,4153099,2017,,1985,PRIVATE,9,Davenport,685 LANSDOWNE AVE,3,30,2022-05-11,49,Building Audit,13,2,2,4,2,,3,,2,,,2,2,1,3,3,3,,3,,,S0930,43.6590014,-79.44245943,309425.457,4835229.411
1274624,4152716,2017,,1968,PRIVATE,21,Scarborough Centre,2250 LAWRENCE AVE E,6,33,2022-05-11,83,Evaluation needs to be conducted in 2 years,19,4,4,5,5,4,4,3,5,4,4,3,3,5,4,5,5,3,5,4,,E2128,43.74932707,-79.27833682,322636.154,4845286.324
1274625,4154684,2017,,1950,PRIVATE,8,Eglinton-Lawrence,2177 AVENUE RD,4,68,2022-05-11,90,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,4,,4,5,4,4,5,5,5,3,5,5,4,4,,N0821,43.74141405,-79.42119701,311131.787,4844386.431
1274626,4154683,2017,,1950,PRIVATE,8,Eglinton-Lawrence,2175 AVENUE RD,4,68,2022-05-11,90,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,4,,4,5,4,4,5,5,5,3,5,5,4,4,,N0821,43.7409197,-79.42107475,311141.686,4844331.521
1274627,4152856,2017,,1971,PRIVATE,22,Scarborough-Agincourt,375 BAY MILLS BLVD,14,188,2022-05-11,93,Evaluation needs to be conducted in 3 years,20,5,5,5,3,5,4,5,4,5,4,5,5,5,5,5,5,5,5,4,4,E2226,43.78238773,-79.30087419,320812.374,4848954.635
1274628,4152726,2017,,1971,PRIVATE,21,Scarborough Centre,11 ANTRIM CRES,12,167,2022-05-11,84,Evaluation needs to be conducted in 2 years,19,4,5,5,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,3,,E2123,43.77078329,-79.28436739,322144.325,4847668.747
1274629,4155550,2017,,1964,PRIVATE,3,Etobicoke-Lakeshore,230 LAKE PROMENADE,7,118,2022-05-10,69,Evaluation needs to be conducted in 2 years,20,3,4,4,3,3,4,3,4,3,3,3,3,5,4,4,4,4,4,3,1,W0334,43.58947015,-79.53053545,302318.482,4827504.735
1274630,4155446,2017,,1977,SOCIAL HOUSING,1,Etobicoke North,2314 ISLINGTON AVE,11,194,2022-05-10,81,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,5,3,4,4,2,4,5,5,4,3,4,,4,4,5,W0130,43.71629122,-79.55625405,300251.286,4841595.1
1274631,4154426,2017,,1963,PRIVATE,6,York Centre,2850 KEELE ST,3,12,2022-05-10,92,Evaluation needs to be conducted in 3 years,15,5,4,5,5,5,4,,5,,,4,5,5,4,5,5,,4,4,,N0627,43.7312521,-79.4835803,306107.29,4843254.661
1274632,4153756,2017,,1962,PRIVATE,15,Don Valley West,375 MERTON ST,4,47,2022-05-10,76,Evaluation needs to be conducted in 2 years,16,4,4,4,4,,3,,3,4,,4,5,5,3,3,5,3,4,3,,N1534,43.69793472,-79.38501268,314052.709,4839560.517
1274633,4153225,2017,,1964,PRIVATE,11,University-Rosedale,177 ST GEORGE ST,8,57,2022-05-10,92,Evaluation needs to be conducted in 3 years,17,5,5,5,4,5,5,,4,4,,4,5,5,4,5,5,4,4,5,,S1127,43.67114573,-79.40091602,312774.284,4836582.628
1274634,4153093,2018,,1995,SOCIAL HOUSING,9,Davenport,10 DORA AVE,8,134,2022-05-10,82,Evaluation needs to be conducted in 2 years,20,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,S0933,43.65597975,-79.44382919,309314.939,4834894.606
1274635,4155549,2017,,1963,PRIVATE,3,Etobicoke-Lakeshore,220 LAKE PROMENADE,7,118,2022-05-10,45,Building Audit,20,3,3,2,1,1,3,2,2,2,2,2,1,3,3,2,3,3,4,2,1,W0334,43.58973882,-79.52972371,302384.039,4827534.559
1274636,4155571,2017,,1970,TCHC,24,Scarborough-Guildwood,65 GREENBRAE CRCT,13,128,2022-05-10,76,Evaluation needs to be conducted in 2 years,20,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,E2425,43.76003436,-79.22976484,326550.384,4846462.077
1274637,4155281,2017,,1956,PRIVATE,3,Etobicoke-Lakeshore,168 BERRY RD,4,22,2022-05-09,79,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,5,,5,,,4,3,5,3,4,4,3,3,3,,W0327,43.63682687,-79.49150439,305455.669,4832759.364
1274638,4155219,2017,,1967,PRIVATE,3,Etobicoke-Lakeshore,625 EVANS AVE,11,85,2022-05-09,77,Evaluation needs to be conducted in 2 years,18,5,4,5,2,4,4,4,4,4,,3,4,5,3,3,4,4,4,3,,W0330,43.6096632,-79.55056664,300703.954,4829745.148
1274639,4155298,2017,,1977,PRIVATE,3,Etobicoke-Lakeshore,90 CORDOVA AVE,13,184,2022-05-09,80,Evaluation needs to be conducted in 2 years,19,5,5,5,4,4,5,4,3,4,4,4,4,5,3,3,4,4,3,3,,W0321,43.64813969,-79.52376054,302867.459,4834021.602
1274640,4153074,2017,,1911,PRIVATE,9,Davenport,1505 DUNDAS ST W,3,12,2022-05-09,66,Evaluation needs to be conducted in 2 years,14,3,4,5,3,,3,,3,,,2,2,5,3,3,3,4,3,,,S0936,43.64947405,-79.43210122,310261.776,4834171.571
1274641,4153213,2017,,1968,PRIVATE,11,University-Rosedale,50 PRINCE ARTHUR AVE,19,149,2022-05-09,93,Evaluation needs to be conducted in 3 years,19,4,5,5,4,5,4,,5,5,5,4,5,5,4,5,5,5,4,5,4,S1127,43.66945165,-79.39861011,312960.717,4836393.695
1274642,4154650,2017,,1960,SOCIAL HOUSING,6,York Centre,2 MASCOT PL,7,71,2022-05-09,93,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,5,4,4,5,4,4,5,5,4,4,5,4,5,5,,N0624,43.77062612,-79.44300601,309372.998,4847630.355
1274643,4154620,2017,,1994,SOCIAL HOUSING,6,York Centre,15 TORRESDALE AVE,7,61,2022-05-09,98,Evaluation needs to be conducted in 3 years,18,5,5,5,5,5,5,5,5,5,,5,5,5,5,4,5,5,4,5,,N0622,43.77348063,-79.45110374,308720.91,4847947.07
1274644,4155249,2017,,1959,PRIVATE,3,Etobicoke-Lakeshore,135 STEPHEN DR,4,26,2022-05-09,88,Evaluation needs to be conducted in 3 years,18,5,5,5,4,4,5,,4,5,4,4,5,5,4,3,4,5,5,3,,W0327,43.6383454,-79.48717846,305818.852,4832933.225
1274645,4154040,2017,,1950,PRIVATE,19,Beaches-East York,514 DAWES RD,4,34,2022-05-05,63,Evaluation needs to be conducted in 1 year,15,3,4,4,3,3,3,,1,,,2,3,5,3,3,3,,4,3,,S1927,43.7046435,-79.29696078,321148.442,4840318.372
1274646,4154040,2017,,1950,PRIVATE,19,Beaches-East York,514 DAWES RD,4,34,2022-05-05,65,Evaluation needs to be conducted in 1 year,15,3,4,4,3,4,3,,1,,,2,3,5,3,3,3,,4,4,,S1927,43.7046435,-79.29696078,321148.442,4840318.372
1274647,4155277,2018,,1955,PRIVATE,3,Etobicoke-Lakeshore,323 PARK LAWN RD,5,48,2022-03-23,76,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,,4,4,,3,4,5,3,4,4,4,3,3,,W0327,43.63719954,-79.49336522,305319.61,4832805.873
1274648,4331737,,,1954,PRIVATE,20,Scarborough Southwest,2511 GERRARD ST E,3,11,2022-03-23,68,Evaluation needs to be conducted in 2 years,15,3,3,4,3,3,3,,3,,,3,3,4,4,4,4,,4,3,,E2033,43.68739574,-79.28362177,322228.491,4838404.904
1274649,4156298,2018,,1969,TCHC,10,Spadina-Fort York,170 VANAULEY WALK,6,40,2022-03-17,64,Evaluation needs to be conducted in 1 year,18,3,3,4,2,,4,3,4,3,3,3,4,3,3,3,4,3,3,3,,S1023,43.65168796,-79.40055795,312805.773,4834421
1274650,4153615,2017,,1978,TCHC,14,Toronto-Danforth,80 DANFORTH AVE,5,131,2022-03-17,74,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,4,4,4,,3,3,3,4,3,4,4,4,4,3,S1424,43.67633044,-79.35975595,316092.805,4837162.489
1274651,4153196,,,1910,PRIVATE,11,University-Rosedale,2 VERMONT AVE,3,16,2022-03-15,61,Evaluation needs to be conducted in 1 year,15,2,3,5,3,3,3,,3,,,2,3,4,3,3,3,,3,3,,S1125,43.67224156,-79.41462183,311668.929,4836703.171
1274652,4155942,2017,,1971,TCHC,22,Scarborough-Agincourt,2743 VICTORIA PARK AVE,15,201,2022-03-11,78,Evaluation needs to be conducted in 2 years,19,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,,E2225,43.77926694,-79.32341341,318912.612,4848579.722
1274653,4155585,2017,,1969,TCHC,22,Scarborough-Agincourt,2821 BIRCHMOUNT RD,12,237,2022-03-10,72,Evaluation needs to be conducted in 2 years,18,3,4,4,3,4,4,3,3,3,,3,4,5,4,3,4,4,3,4,,E2227,43.79857406,-79.30512678,320465.905,4850752.081
1274654,4155573,2017,,1972,TCHC,20,Scarborough Southwest,40 GORDONRIDGE PL,18,421,2022-03-10,68,Evaluation needs to be conducted in 2 years,18,3,3,4,3,4,4,3,3,3,,3,4,4,3,3,4,4,3,3,,E2024,43.72761265,-79.25127865,324819.267,4842872.647
1274655,4155566,2017,,1969,TCHC,20,Scarborough Southwest,675 KENNEDY RD,11,192,2022-03-07,61,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,4,3,3,,3,4,2,3,3,3,3,3,4,2,,E2023,43.72687441,-79.26528979,323769.245,4842812.63
1274656,4155563,2017,,1971,TCHC,20,Scarborough Southwest,30 TEESDALE PL,24,278,2022-03-04,62,Evaluation needs to be conducted in 1 year,18,2,3,4,3,3,3,3,4,3,,1,4,2,4,3,3,4,5,2,,E2028,43.69700383,-79.28779229,321889.538,4839471.448
1274657,4155561,2017,,1962,TCHC,20,Scarborough Southwest,1 FIRVALLEY CRT,12,115,2022-03-04,71,Evaluation needs to be conducted in 2 years,18,3,3,5,3,3,4,3,4,4,,3,4,5,2,3,4,3,4,4,,E2028,43.70295236,-79.28102863,322432.948,4840133.711
1274658,4152739,2017,,1960,PRIVATE,24,Scarborough-Guildwood,3210 LAWRENCE AVE E,6,48,2022-03-02,80,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,,4,4,,4,3,5,4,3,4,4,5,4,,E2424,43.75684082,-79.24196518,325562.476,4846130.432
1274659,5033221,2022,,1890,PRIVATE,11,University-Rosedale,51 MADISON AVE,3,13,2022-01-20,68,Evaluation needs to be conducted in 2 years,15,3,3,5,3,3,3,,3,,,3,3,5,3,4,4,3,3,,,S1127,43.66988582,-79.40353341,312563.635,4836441.465
1274660,4154102,2017,2021,1956,PRIVATE,14,Toronto-Danforth,130 COSBURN AVE,6,48,2021-12-31,79,Evaluation needs to be conducted in 2 years,17,4,4,5,4,3,4,,4,4,,4,4,5,3,4,3,5,4,3,,S1422,43.68996477,-79.34767695,317063.986,4838678.909
1274661,4153637,2017,2021,1990,SOCIAL HOUSING,14,Toronto-Danforth,1480 QUEEN ST E,4,25,2021-12-31,80,Evaluation needs to be conducted in 2 years,15,4,4,5,3,4,4,,4,,,3,4,5,4,4,4,,4,,4,S1439,43.66557523,-79.3210208,319218.389,4835974.545
1274662,4154091,2017,2021,1965,PRIVATE,14,Toronto-Danforth,175 COSBURN AVE,4,30,2021-12-31,74,Evaluation needs to be conducted in 2 years,16,4,4,5,3,4,3,,3,,,3,5,5,3,3,4,4,3,3,,S1422,43.68995895,-79.34509068,317272.466,4838678.636
1274663,4154090,2017,2021,1950,PRIVATE,14,Toronto-Danforth,165 COSBURN AVE,6,83,2021-12-31,69,Evaluation needs to be conducted in 2 years,17,5,4,5,3,3,3,,4,3,,4,5,5,2,2,3,2,3,3,,S1422,43.68977043,-79.34554472,317235.905,4838657.626
1274664,4154101,2017,2021,1962,PRIVATE,14,Toronto-Danforth,150 COSBURN AVE,12,153,2021-12-31,79,Evaluation needs to be conducted in 2 years,18,4,4,5,4,3,4,4,3,4,,4,4,5,4,4,4,4,4,3,,S1422,43.69028305,-79.346116,317189.748,4838714.494
